review_id,star_rating,review_body
R1OVGM2UNXFYB9,4,I bought these so that I wouldn't bother my wife while working out and they work great. I have been using them almost every day for a month on the same initial cahrge. The only reason for 4 stars is that they don't fit very snugly and tend slip (only a little) while I am on my treadmill.
R2K2C8CABCHCF9,4,"bought these for my wife, so she could listen to TV while I snored.  benefit for me is I can fall asleep and not be kept up by TV noise.  now if she could just dim the TV.  Wife's only complaint is that the headphones don't block out outside noise completely, but she's happy with them."
R2Y0F3IVIQBCBJ,4,"Top-notch product, like Sennheiser products usually are. Extremely sensitive to other nearby electronic objects and wireless devices(when they are operating. Examples: TV, Xbox, DVD Player, laptop with wireless Internet). The sound quality makes up for it though, and plus you can't expect perfection with wireless headphones. If you do not like sitting close to your TV and need a pair of affordable headphones, I would recommend these. Of course these are some of the lower priced headphones from Sennheiser. If you've got the extra money I'd suggest you increase your price range beyond these."
R1PMHKUFKM0782,5,This is an excellent Product. I am very happy with it. I can watch TV while my wife can sleep. Quality of sound is superb. I will recommend this to anyone.
RRFOTIH9PM3OZ,2,"We were happy with our purchase but after a few weeks using, the headphones were dropped on the ground from 1' height. And since then it's dead, we open it to check what's wrong but we were not able to fix it. Now it's standing next to our tv and waiting to be thrown away. What a waste of money!"
R2SRELG6IDNN1U,5,"Read reviews on all lower price units and problems with reception and static.  Read reviews on Amazon and other places about the Sennheiser.  The headphones work not only in the living room but i get perfect reception in all rooms on first floor of my  house.  I was not expecting that.  Only problem I had was plugging into the audio jack on my TV.  I plugged into wrong one initially.  (There are two separate and distinct jacks on my TV for audio output.)  In a review that I had read, the person said connect direct to TV so you can take advantage of playing dvd's, or instant from Netflix or Amazon, good advice.<br /><br /> The unit works flawlessly and I have recommended these to my other hard of hearing friends."
RTYQ10RPNGNYP,1,"The headphones only lasted 3-4 weeks, I need a new set of wireles sennheiser headphones. Please send it to the same adress using the same AMEX card.  You don't need to send the charger.  Mike"
R2YOK3SXYSNG3G,5,"I purchased these headphones because my husband is an early riser and likes the volume up loud on the tv. We have a home theatre setup with a subwoofer, sound bar and blu-ray player. All the audio outs were either taken or were not the right connections so wouldn't work with the transmitter. We have a Directv HR24 receiver so I plugged the transmitter into that. It had the correct connections so no need to buy any other cables or converters etc. The headphones worked immediately and the sound quality is quite good. Another person in the room can also listen to the tv if desired by using the regular audio system, or leave the audio system turned off and have the sound on the headphones only, which is perfect for early morning or late night tv watching in a small house such as ours. It's easy to tell when they are charging correctly since there's a light to indicate it. Very pleased with this purchase!"
R3GXYTGPZHVSRT,5,"The Seinnhauser headphones and charger have been a lifesaver.  Both my lady (who is even harder of hearing than me) and I can use them comfortably and hear with ease without having the TV blasting away.Charger works well, we alternate nights of charge.  We like them!"
RV6GIZJEKZCWB,4,"Overall I like these headphones.<br /><br />Good:<br />Sound quality - good base and overall sound quality<br />Range - 100ft in back or front yard with no sound degradation<br />Price - Good deal on Amazon at $63 (Retail stores all around $99)<br />Ease of use/connectivity - Attach the AC unit to the wall and the base station, audio wires to device, done.<br />Automatic recharge when placed on base.<br /><br />Not as good:<br />Ear pads/fit - flat pads make the headphones highly mobile on your head. Not great for lying in bed as pillow contact pushes them off ears.<br />Balance - The unit I bought is a little louder on the left side. Changed sources etc but same. (Yes, I switched L/R on my head to test my ears).<br /><br />Overall I give them a 4, but the balance is a little irritating. At low volumes at night watching TV, the difference is quite noticeable. As the volume increases the difference fades (noticing it fades). Being a nerdy type I opened the headphones to try and find a balance or gain pot but no luck. It's not quite irritating enough to return them, but I wish they were balanced better. I've had them only two days so I might become more frustrated by the end of the week and return them for the same type hoping for better luck with the balance issue."
RAINCSC2O5Y5I,5,"Well, first I'd like to say I waited over a year of using these headphones to finally write this review.  I work overnight 12 hour shifts, so I have many nights off at home where I stay awake while the rest of my family (wife, very young daughter) are sleeping.  I also really love watching movies.<br /><br />When I came across these headphones I really wanted a wireless headphone that wasn't super expensive.  I used to use an extension cable hooked into my headphone jack, stringing wires all over my living room and causing me to have to remove the headphones any time I got up (bathroom break, grabbing snacks).  I'd like to say the wireless range on these are pretty good and very convenient.  I've even taken out the trash while wearing these headphones, hearing perfectly the whole time.<br /><br />As far as sound quality goes, I hear absolutely no difference as wearing regular headphones.  If for some reason these ever fail, I WILL try out the next class up, but these are good enough I see no reason to upgrade.  The battery life is also really good.  I don't remember one time where the battery has died while using them (with the originally rechargeable batteries they came with!).<br /><br />In fact the only downfall I can think of is laying down with the headphones on is not very comfortable.  But isn't that what is expected with over the ear headphones.<br /><br />Overall I say this is a great buy.  When I purchased these I could not find any store that had them as cheap as Amazon did.  As I said before, I WILL buy these again (if I ever need to of course)."
R3A4B893R2VFNI,4,"A friend recommended these and I was of the understanding that you could turn the tv volumn down to 0 and still listen comfortably loud on the headphones.  Well, that is not what I got, we have to leave the volumn up a little on the tv set to still be able to get a good loud volumn on the headphones.  We can still use these headphones in our situation but I thought they would be better than they are."
R2SMQERUXJ8DM2,4,We were excited after reading the reviews and hoping this product would be what we were looking for.  We were not dissapointed.  The quality is very nice and the performance has been better than expected.  We can now listen to TV without any noise while our 6 month old sleeps 1 room over.  The product provides very submersive sound which helps us enjoy programs even more.
RQ9MKAO6SEHDF,5,"After reading the many good reviews, I bought two of these headsets for me and my wife... Primarily I bought one for me as I am hard of hearing and had to have the captions on the TV to make sure that I understood everything being said. We recently moved into a new house that has a large open great room with high ceilings and hardwood floors, making the acoustics in the room that much more difficult for me to hear the TV... after hooking up the first headset I was amazed on how clear the sound was. I could hear things in the background that I don't recall hearing in many years. Immediately I knew that I would be keeping this product and opened the other set that my wife wanted... One of the great things is you only have to hook up one base and you can use both headsets... you just have to either swap out charging times or hook up the other charging base if you want... Goodbye captions... I would highly recommend this product."
R3DLMXP3J38TEL,4,"This headset system does what it is intended to do, improve listening to the TV. Biggest problem is that if you move around at all the headset does not stay put, but tends to fall off. Also it is hard to find the volume control<br />without taking the headset off."
RD1AUHBYMBU94,5,These headphones are excellent for my needs.  They were easy to connect to my (ancient) television and came with a mini-jack adapter for newer televisions.  They come with rechargeable batteries that charge simply by placing the headphones on the base station.  I haven't had any trouble with interference and the sound comes through nice and clear.
R3A1YRPEWWX01C,2,The wireless headphones did a good job of amplifying sound from the TV.  I found that the earphones were uncomfortably warm when worn for a half hour or more.
R2CE77ZG77F44T,4,"I'll make this review quick and easy.  I've been wanting a wireless headphone for a long time. It's definitely line of sight.  But that's ok with me.  I watch TV in bed and the tv is on the other side of the room.  The reception is clear.  The headphone isn't too bulky.  It's rechargeable.  I think I've used it 2 or 3 nights in a row (1 hour each night) and it's kept it's charge.  There are only 2 things that I would say negative about the product.<br />1) the headphone doesn't quite fit on the charger perfectly.  You have to set it just right in order for it to recharge.  I just put a weight (I use our remote) on it and it gives it enough pressure so it's pressing down on the charger<br />2) if you have the tv on pause (dvr) for 30 seconds and come back, the wireless headphones drops it's signal.  I have to rewind the dvr for about a minute and let it play for a while before the green signal light comes.  The green signal indicates that it's transmitting the audio.  When it goes out, the headphone doesn't work.  It doesn't happen often but the 1-2 minute wait is a little annoying."
RO7BGU0GCQZGE,2,"I have had these about 2 hours.  Easy to set up.  The sound is good.<br /><br />They are not comfortable.  They fit is exceptionally loose with no grip for your head.  Turning your head means you will be wearing them on your face and not your ears.<br /><br />The \\""tune\\"" is right next to the volume so I have screwed it up quite a few times.  Just adjusting the headphones.  The volume doesn't go that loud.<br /><br />Don't buy these they suck."
R625YJ69T7L3M,3,"I bought this with the intention of using them with my PC.  The big annoyance is the automatic gain control which i didn't even read about in the description.  So if i turn my pc volume down  the head set  turns the volume up which also increases the static. And this runaway automatic adjustment can wreck songs with a good bit  of quiet in them and therefore mess with movie soundtracks. And also pc related when there is no sound input for a few minutes the sudden loud static will scare the socks off you. The quality effective range in my house is  50 feet. It might  work to 256 feet in a open field but certainly not a  house. It  does have  good clarity and good bass for a head set.  The  tuning button surprised,i assumed this was automatic.  But  i was able to tune it without to much hassle.  The best bit  is that it is  wireless without to much sacrifice .  Once you destroy a  few wired head sets on your chair or table you will appreciate these. and a addon on note...Super Comfortable!! I didn't even realize how comfortable they were till i tried a friend's  high end gaming headset."
R3GIPSUGDIQGRE,5,"The RS120 is a high quality, easy to use headphone.  The unit is attached to our DISH receiver, which allows two different sound levels, one for the person with the headphone and one for the person with the TV remote. There is no unwanted noise and the batteries are always charged.  The hook-up is very easy.<br /><br />The unit was purchased from Amazon at a fair price."
R7EKSQQK87PPT,2,"These sound good considering the frighteningly loose fit. Great if you intend never to move once you put them on. Kinda defeats bragging about range if you can't walk around.  They constantly shift, even when the wearer sits in one place, making them annoyingly uncomfortable despite the light weight.  These headsets are very large in both width and band height. Extremely poor design.<br /><br />Decent quality sound for a mild or even moderate high end hearing loss if they fit. The lack of bass will probably help with clarity if using for TV viewing. If you have a reverse slope loss these will sound pretty bad. And of course, the looser the fit, the worse the sound quality.<br /><br />They charge easily and the buttons, while idiotic in placement, are pretty easy to get used to.<br /><br />Sennheiser has made too many unnecessary sacrifices in making these lower cost wireless headphones. Having tried on a number of the different wired Sennheiser headphones from the cheapest to some of the most expensive, I was shocked at how ill fitting these are. It seemed effort was put into making these truly substandard. Poor design ensures a listening experience that is inferior to the tech utilized in the headphones, widening the quality gap between these and their next tier of wireless headphones."
R10X3SDDK33C02,4,Recveed gift of Koss it died in 2 days retuened it and bought the RS 120 based on Amazon reviews.  I use it at night and my wife in the am. We have had the headphones for 3 months - and recommend it to all.
RMQB0XLDMYPKV,5,"Service was great, received it in 2 days.  Very easy to connect, and works perfectly right out of the box.  I use it for watching TV so I won't bother other family members.  I've had 2 sets of TV Ears which were purchased at COSTCO, but the price went up about $100.  The TV Ears are rather cheaply made, and both transmitters have failed.  So far this Sennheiser set great.  Sounds a lot better than the TV Ears, and much more comfortable."
R1Y6OXQ8NJ1XFD,3,"This product does what it's supposed to do. For the price, it gets the job done; I do not have to deal with long cables to listen to my movies without bothering those around me, or my neighbors. Is there a better product out there for the price? Probably. Am I satisfied with this one? Yes, it is okay."
R2FUOSOBINC3R2,5,"The  headphones are just plain excellent. I have nothing to add to other reviews.<br />I am writing this hoping to help someone that has a tv like mine that has only a single audio output (no headphone jack either).<br />Because I am a night owl I need headphones so I had to buy a  DAC digital to analog converter to get the headphones to work (just search Amazon for this item).<br />My headphones come with two RCA plugs., A black and a red for left and right stereo sound. Nothing new about that.<br />What is different is that one will need a digital audio cable with two male plugs (yes, Amazon has them, too).<br />One end will plug into the digital out on the tv and the other to the digital connector on the converter.<br />Then it is just a matter of plugging the heaphones into the converter and following the advise of all the other folks in the myriad of reviews to set it up. It has a decent little setup manual also.<br />I had been using the DAC converter for about a year using the mini jack for wired headphones and it has become unreliable. I would advise using the RCA plugs for a snugger and more reliable fit.<br />Hope this was helpful to somebody and good luck to you all. - giggy"
R2IX86XNRV8RNV,1,The headset is soo Noisy it's not worth it and the raing is about 5 meters more than that you will hear nothing but the silly channel noise
R23JDMKCPDVUXC,4,"I like the great sound and the long range of this product.However when I'm walking around doing other things while listening and I happen to bend over to do something,The earphones slide off. Otherwise I,m very happy with them."
R3E05AXHFD7062,4,The sound and reception are very good.  Much better than the old pair that they replaced which could create static from just moving my head.  The one complaint is that they will slip off ones head very easily.  They would not be a good choice if one plans to use them while working around the house.
R16F1CZ53ONBNC,5,These headphones are terrific. They helped save my marriage.  I have a hearing problem and have them hooked up to my television so that the TV is not blasting.  I am one of those individuals that hear you talkings but can not make our what you are saying.  The headphones help eleviate that issue. Trying to buy another set at this price.
R27TXJKDKQGT5Q,5,"I thought nothing would equal the now discontinued Acoustic Research AW721 900 MHz Wireless Stereo Headphones, these do and are possibly better. I own a lawn service and listen to music all day via wireless head phones with a mp3 player connected to the wireless transmitter. The transmitter is in the cab of my truck. I frequently am out of sight of the vehicle in back yards etc. So dropouts and fading signals are unacceptable to me. These work better then the AR's with no fading or hiss. I hope they will hold up as good as the AR's did. I am very happy that the ear foam covers can be ordered unlike the AR's and have ordered 2 pairs as a precaution."
R2OB9UETRHYWKT,4,These headphones are all they say they are. Great sound and no static due to the awesome easy tuning. I use them while I'm on the treadmill and they tend to slip a bit. The range is exceptionally good and they receive well through walls.I wore them outside to the mailbox which is over 100 feet from the house and they still had great sound. The reason I gave it only 4 stars is that the tuning and volume dials are so close together. I guess it's just a matter of getting use to. Other than that it is well worth the  purchase.
RUFSPHGB7Y8N8,4,"After the sixth pair of headphones died from a broken cord I figured I would go with a wireless solution. So far, these have been wonderful (about a month) great battery life and good quality sound.<br />Pros: I can walk away from my PC and do stuff while listening to a podcast.<br />  No Cord to break or bind.<br />  Decently priced for quality delivered.<br />Cons: Easily slip off if bending over just slightly (and I have a giant head)<br />  Sound is better, with less interference, 20 feet away as opposed to 1-3 feet away.<br />  Volume and Tuning are right in line with each other and easily hit (Tuning should be on the side with the power switch IMO)<br />TICU (Things I can't understand): WHY when there is no sound for X minutes does the base turn off? This is aggravating and completely backwards to what it should  do.  The effect of having a video or sound clip end, and as you sit there listening to nothing SUDDEN STATIC BLASTING YOUR EARS. As far as I can tell this would actually decrease the battery life of the headphones as static uses more power than silence. The headphones should have a timer NOT the base."
R10SANYRTPYUGI,4,"The major imperfection I've discovered is they don't stay securely in place when I bend over or move quickly.  So wearing these during yoga or other vigorous activity may not work. The sound is very good and I do not experience the hiss some have mentioned, at least within my 900 sq ft. condo. It all hooks up easily (in my case to my stereo receiver).  I have noticed some interference (again it's a condo), but the ability to change channels and fine tune makes it pretty easy to solve. I think the range gets overstated. I was able to get a (fading) signal about 100 feet down a corridor (while doing laundry) but lost the signal in the thick walls of the laundry room. No biggie. In terms of comfort, I find my ears and neck start to feel a little strain after a couple of hours.  That's to be expected."
R1R4S6Z2YLVR4Z,3,"Good wireless headphones with great sound. The replaceable ear pads can be both good and bad. Since they are flat they do not surround the ear and therefore tend to slip off your head with any movement. O K if you are just sitting, but not good if moving around and doing any bending over or tipping of the head. For this reason I will be returning."
R1NATR8DT9NEPH,2,"[[ASIN:B0001FTVEK Sennheiser  RS120 Over-Ear 900MHz Wireless RF Headphones with Charging Cradle]]I recently purchased this item to shield my wife from my computer noise.  The first few days they worked fine except the would occasionally pop, which was disconcerting.  After the first week they began to pop and hiss and I could not tune out the interference.  Another day passed and all I could get was the hissing noise, no audio.  Either I got a bad set of them or there is a circuit defect.  I bought them based on the reviews of customers who had bought them from the Amazon site.  I hope the reviewers are careful in their reviews, people really do read them carefully and spend their hard to come by money based on what they read."
R2BB6OX1BUYA2H,5,"I got these for my girlfriend to use when she exercises so that she can watch TV while she's on the treadmill or bike. We've had them about 6 months and they've worked flawlessly. The range is great - we can go upstairs and listen to our music or TV the entire time, or even out in the back yard. Hook-up was easy and this is one of the top brand names. I've used them a lot also for watching late night TV while everyone else is asleep and they haven't disappointed me at all. They're comfortable and easy to use. I've had experiences with both Sony and AR sets before and these are better. One thing - when you put the phones back in the cradle, make sure they're facing the right way around or they won't charge. There's a light to show if they're charging."
RT0HVFP9WTY93,4,I find these headphones to be adequate & good fitting for an active person (I do yoga with them on).
R2BAT63X9SXCMZ,2,"While the headphones themselves are really nice compared to nothing, I would really not advise anyone to get them at this price.<br /><br />If they don't have an audio feed, say if you have a game or movie paused, for more than five minutes they start with a loud hiss and pop that may have already damaged the drivers themselves.<br /><br />Pretty uncomfortable for a wireless set, the foam and design of the earpads are like a form of torture after an hour.<br /><br />Very disappointed, I got a wired gaming headset recently for a bit more in price and the difference and experience is drastically better.<br /><br />My opinion, DON'T BUY. Get a cheaper set of wireless headphones that have the same quality, or just pay a bit more for something a lot better. That is up to you to decide."
R2S1B42143WNXT,2,"Charged unit and it only lasted for 20 minutes before the batteries went dead. We then replaced the batteries that came with the unit with different ones and charged the unit again. It worked fine, but we are disappointed that the company would ship units with such lousy and possibly defective batteries that did not seem to hold their charge. The headset is OK, but if you buy, there is a chance you will have to spring to fix the manufacturer's apparent battery problem."
R2GW6MJ5CFPNVP,4,I like these headphones a lot. They sound great for the price. The only thing I dislike is that they do have a hissing sound every so often. But you really do get to hear a lot of things in movies that you don't get to hear through your tv speakers.
R3TVILU224VPFD,5,"Very comfortable, better than the ear bud style. I can walk all over the house without losing reception.  I really like these so far."
RXN3XQOT3EBZA,1,They constantly fall off of my head! I tried them on other people with the same result.<br />When I manage to keep them on my head (sit still and keep head perfectly level) they perform reasonably well.....<br />Uncomfortable after 20-30 minutes as they are bulky and quite heavy.
R2IQ0OA7G5AN3I,2,Bought these to watch TV in the evenings without disturbing the kids. They have a fairly constant background hiss that I could probably learn to live with. It's the intermittent higher pitched interference/static/feedback that really got to me in the end. Tried all the suggestions like switching the transmitter channel/tuning or increasing the source sound on the TV but it made no difference. I'd be watching a scene and the interference would just randomly kick in and it was deafening at times -- literally would have to pull them off my head as quick as possible and then try again when my ears had recovered. Returned them after a week. Bought some conventional wired over the ear JVC headphones and an extension cable. For my purposes they are much better and actually about $50 cheaper.
R18JL65NSCU8RQ,5,Reasonable price - nice quality. Can't beat that. I didn't want to spend 300 bux for a set of Bose. These definitely do the job.
R1V3V45LNAUGT9,4,"After buying and using seveeral different and more expensive headphones, I have found these wireles headphones perform as advertised and seems to be worth<br />a a lot more than expected. Thanks for offering aquality produvt at a reasonable price."
R186LAG9TY7LRA,5,"My parents have these headphones, because they are hard of hearing, so I knew they would be good.  The sound quality is excellent and I especially appreciate the fact that I can listen to the television while the sound is turned off."
RVPQRPTBOY5XZ,1,Very limited range for outdoor usage. Reception tuning is so crude. Wears uncomfortable. Definitely a RETURN. The 4/5-star reviews led to disappointment!
R2JVS8MEJLGZMI,5,"My husband has been declared almost totally deaf, he wears hearing aids which help but, hearing anything w/o them is awful because he hears all the other noises and it interferes with the sound quality and that includes being in a room with a lot of people, restaurants etc.  These head phones are fantastic, he hears all of the program, movie, music and I am glad that they make his life a little easier with great quality of sound as with these.  I would recommend these to ANYONE!"
R36FKGZ0TRT9DD,2,"yes, they just quit working after 3 months. You put them on, they work for about 10 minutes and then they go off. They are fully charged. This is the 3rd different brand we've tried, can't seem to find one that lasts...."
R3JOCPKLA6DXB7,2,"I am disappointed with Sennheiser regarding the RS120.  Constant hiss and loss of signal when moving.  I had a Radio Shack 90 MHz earphones, much cheaper that have better sound quality and very reliable.  Unfortunately, they no longer sell this, as I have worn out the charging system and the unit needs help.  I will return the Sennheiser RS120 and hope to find one more reliable and hiss free."
R2SMI9Z54MP7J4,3,"OK, I attached some Vetwrap to each earphone and when on the Vetwrap goes on the back of my head and everything is fine.  I guess this is why so many of these are earbuds, which I hate, or have the back of head configuration, which I also hate.  So this is a tolerable compromise.<br /><br />-------Earlier in the day ---------------------------------------------------------<br /><br />I thought these would be fabulous and they sound great.  But they fall off my head unless my head is perfectly straight.  No way to adjust them tighter.  I can't walk around the house unless I am holding them on my head with one hand.  Had I bought them in a store I would have known they wouldn't work for me.  Now I am trying to figure out something like an elastic headband or maybe attaching them to a baseball cap or something.  My wired Bose headphones are fine.  I can reach down and tilt my head totally upside down and they will stay on.  This is a shame.  And I am very frustrated.  Second pair of headphones I have hated once I got them."
R19E2OXPAQ7IYH,5,"I have a hearing problem and had bought a different product prior to purchasing these.  Paid more for the other<br />product and was never happy with the \\""ear plug\\"" type headset (TV ears).  I bought my first set of these headphones some<br />months ago.  They are very comfortable, although, become a little sloppy after wearing them awhile.  I suspect<br />that they purposely are built that way to keep from having that crushing feeling after using for awhile.<br />I had a problem in connecting the headphones and contacted Sennheiser.  Their support was great and the problem<br />was solved in short order. My Daughter was here a few days ago and tried them on and she was so taken by them<br />that I bought her a set.  She received them and hooked them up and working in a few hours. Sound is great,<br />better than the listener's listening on the TV. I would rate the frequency range as great, but again, I have<br />a hearing problem, so what do I know. I know I get the true stereo sounds, which took some getting used, for me.<br />And the sound is very rich."
R12I752R55KTWR,5,"These headphones are amazing, They sound so good and are very comfortable, just exactly what i wanted. Got them just today wasn,t really expecting them until the end of the week. Easy setup, just plug and play. I purchased these from dahmart and they are recoditioned but except for that fact that they were not in the original box they look like they are brand new. What can I say good price, great product, fast shipping. Thank You."
R3Q0LV2YMDM9NW,2,Initially thought headphones were working well.however by 2nd use unable to hear anything through headphones except static.will be contacting company to give them a chance  to offer solution to this problem.will have to wait and see...
R2S4CD2KXMUOCW,5,"It seems most of the negative reviews for this product have to do with the sound quality, mainly the presence or absence of a hiss. So I guess in that regard its a hit or miss, nothing in between. For us, fortunately the headphones work great with no hiss. Not sure if obstructions or walls cause the hiss other folks have mentioned. We use the headphones approximately 15-20 ft away from the base, and there is no hiss. There is a tuning switch at the back of the headsets which allowed us to tune it to the perfect sound quality. Sort of like tuning a radio.<br /><br />Overall I am very pleased with the quality of these headsets. Quick rundown of pros and what I would like to see added to the features:<br /><br />PROs:<br /><br />- Great price. For $70-80 a piece, these are pretty good headphones given that you get the headphones, a charging base, rechargeable batteries, power cable, and an AV cable with 2 headphone jack adapters.<br /><br />- The headphones are easy to set up, it took me less than 5 minutes to connect them and begin using them. Fairly straight forward set up process - connect power cord, insert battery (battery goes into the headphones), charge headphones, connect AV cable to sound source, and that's really it.<br /><br />- Easy to use - I use this at night to keep sound in the room to a minimum. So I turn the TV volume down to zero and  power up these headphones. On-off, volume, and tuning buttons are on the back of the headphones. Takes a day or two to get used to the controls and it's intuitive after that.<br /><br />- Comfortable to wear - the headphones have ample cushioning on the top and the ear pieces to be comfortable to wear for extended period of time. Nice fit overall.<br /><br />- Charge time seems to be good so far. After leaving it to charge overnight, I have used this for over a week and haven't had the need to charge yet. I would assume 7-10 hours of use during this period. Pretty good, don't need more than that.<br /><br />- Sound quality - The sound quality is pretty good. Once they were tuned to the correct \\""frequency\\"", sound is crisp. No hiss or static. Now these are no Bose NC headsets, so at high volumes, sound from the headphones can be heard by others. But I personally don't listen at high volumes, so it's fine for me. If you want to listen at high volumes, there is a decent amount of \\""drift\\"" outside.<br /><br />Now to the nitpicks - these are features I can live without but it would have been nice to see these features incorporated in future designs:<br /><br />- Sound quality - as I mentioned earlier, high volumes are not that great on this set. It would be nice to get a leather-like trim or maybe a slightly better quality cushion that prevents any sound drift. I have the Bose NC headsets as well that I use on flights and those are impeccable in this regard.<br /><br />- Wireless AV dongle - not sure if something like this even exists, but here's my issue (albeit a very minor one). The stand currently needs to be kept near the TV (or other sound source) because it connects through an AV cable. This means that when I need to charge the headphones, I need to keep them on the stand by the TV. It would be nice if the stand could connect wirelessly so some type of dongle connected to the AV out of the TV. This would allow me keep the headphones by the bedside at all times instead of having to remember to keep them on the stand by the TV every now and then to charge. As I said, minor issue but it's a \\""nice-to-have\\"" feature.<br /><br />Overall these are great headphones and serve the purpose of wireless sound source very well. I personally recommend these very highly based on our experience so far.lity - The sound quality is pretty good. Once they were tuned to the correct \\""frequency\\"", sound is crisp. No hiss or static. Now these are no Bose NC headsets, so at high volumes, sound from the headphones can be heard by others. But I personally don't listen at high volumes, so it's fine for me. If you want to listen at high volumes, there is a decent amount of \\""drift\\"" outside.<br /><br />Now to the nitpicks - these are features I can live without but it would have been nice to see these features incorporated in future designs:<br /><br />- Sound quality - as I mentioned earlier, high volumes are not that great on this set. It would be nice to get a leather-like trim or maybe a slightly better quality cushion that prevents any sound drift. I have the Bose NC headsets as well that I use on flights and those are impeccable in this regard.<br /><br />- Wireless AV dongle - not sure if something like this even exists, but here's my issue (albeit a very minor one). The stand currently needs to be kept near the TV (or other sound source) because it connects through an AV cable. This means that when I need to charge the headphones, I need to keep them on the stand by the TV. It would be nice if the stand could connect wirelessly so some type of dongle connected to the AV out of the TV. This would allow me keep the headphones by the bedside at all times instead of having to remember to keep them on the stand by the TV every now and then to charge. As I said, minor issue but it's a \\""nice-to-have\\"" feature.<br /><br />Overall these are great headphones and serve the purpose of wireless sound source very well. I personally recommend these very highly based on our experience so far."
R3B1VZMJNGCDC2,5,"After A lot of research and reading reviews I decided on these Sennheiser head phone.I wish i'd bought them years ago.I have trouble hearing TV . I would have to turn the set up so loud,it would bother my wife.I even bought the little hearing aids so I could understand the words in movies(which did'nt work).Now I hear every word. These Sennheiser head phones allows me to listen at my sound range and my wife to listen at her sound range without interfearing with each other. They are easy to hook up.The sound quality is superb.Very comfortable for long periods. The construction is very good.The best thing is that I can hear through the head phones my wife can listen over the tv speakers at the same time. These Sennheiser's are the Cadillac of head phones."
RTOQ9R6QWVQGN,5,"First I replaced my \\""TV-Ears\\"" with these and I could hear the dialog so clearly, I replaced my Father-in-Laws \\""TV-Ears\\"" as well.  He says the difference is day and night.  I just bought a third pair for my own Dad and I'm expecting the same result.  I particularly like the fact that they are RF not infrared, so that I can hop up for a quick snack from the kitchen and I don't miss a thing.  This headset seems to subtly mute the music and background noise while enhancing the voices.  It's make TV worth watching again."
RYLPC8GX2VTMT,2,"It's really hard to adjust the transmitter and channel to optimize sound quality. The louder the volume, the worse the sound quality and the more static noise. I really don't know why Sennheiser make this bad product with high price."
RB7EQQFZR9Z40,5,"Purchased these headphones so my grandfather could watch TV and movies in the living room on high volumes without disturbing the rest of the house. They work great -- awesome sound, great range, and the rechargeable base is a great design. Highly recommended!"
R9JXST45NV34B,5,"Great product. I´ve been using those Headphones for a while, with no problem at all. Strongly recommend this item."
R34MZBBSTEZ98O,4,"I just purchased the RS 120 but I can't get it to work with my TV. I have tried it with the HDMI audio, the other component red/yellow audio jacks, and every other input I can find on my Panasonic television.<br /><br />Don't know if it is my TV or the product.<br /><br />Update: with some quick and responsive email help from Sennheiser, I was able to get the headphones working by going through the DVR receiver. Seem to be working great."
R10FYYG9UNWTDA,1,"Besides having a very limited operating range -- perhaps 30 feet or so before either the left or right channel starts cutting out -- and, when at a distance from the transmitter, being sensitive to the spatial orientation of the headphones to the base unit, the *loud and jolting shock of white noise* produced about minute or so after the Sennheiser RS120's transmitter loses its audio feed motivates me to curse the designers who created this thing and the company that markets it. I've had the RS120 for more than a year and after my initial disappointment, figured I'd find a setting or tuning that would eliminate or at least reduce this problem or that I'd get in the habit of switching the headset off when the podcast I'm listening to ends. But no! Every day at least once I'm assaulted with the inconsiderate jarring design of this product. I recommend looking elsewhere for wireless headphones."
R3V48GGDFLGDR2,5,"I've gone through a lot of different headphones for TV viewing, and these are the best yet!  They are comfortable to wear, deliver excellent sound even at a long distance from the TV, and the batteries stay charged for a long time.  I haven't used the charging cradle, I use a regular battery charger so I always have a spare set of batteries already charged."
R3JO8JKL1US7B5,5,"Fewer batteries to purchase as these are rechargeable by placing headset on special stand<br />each night. The next day the headset batteries are recharged.  Also I can walk outside to do<br />yard work, etc. and still have very good reception."
R2QJP7T1UKWB80,5,"I truely love these headphones.  They were easy to install and even easier to use.  I can go from room to room and still receive a clear sound, so I don't miss a thing.  I would definitely recommend these to anyone...."
R1VH9FXZYHXGOP,5,"Great product, already have two sets and bought a third set for another room. Easy to set up and have never had any problems with performance."
R2P2HC51QB3DM9,5,"I bought these headphones for my husband, who is hard of hearing, so that I could turn down the TV volume so it wasn't hurting my ears, and he could hear clearly. They work perfectly. He is amazed at the clarity--he can now hear things he was missing before. When we first hooked them up, and I tried them, I could hear hissing. But I just adjusted the tuner and it went away. If you read the directions, it says if interference continues after adjusting the tuner, to change the channel using the small buttoon on the bottom of the receiver unit. And if that does not work, move the receiver further away from the interfering unit. I did not have to do all that--as I said, just tuning it fixed the problem. Love them."
R2MPVU5O4385YV,5,this is a great buy easy hook up the sound is great pluse no out side noise i can walk around the house to the kitchen for a snack and dont miss a word
R15VJTWCN5S3SE,5,"Sennheiser RS 120 is a super solution to the household that has a member with difficulty hearing the TV.  The ear phones provide clear sound, are light weight, wireless, and cut out all other sounds.  My husband even admits the stereo is better than our surround sound!  And, he does not miss anything of his program when he has to leave the room for a short while...the sound keeps right on as he walks around the house, etc.  Great product!  Thank you!"
